abourzhaj,eu,1904
abourzhaj,eu,1934
abreted,abreted,1990
abrii,abriein,1838
abrii,abriein,1861
abrok,eabroq,1787
absant,Absant,1499
absint,absint,1857
absint,absinth,1905
absolumant,assolumant,1792
absolusion,absolution,1621
absolverezh,Assolvereah,1744
absolverezh,asolvereh,1904
absolvet,Absoluet,1499
abuz1,abus,1530
abuz1,abus,1612
abuz1,Abuss,1744
abuz1,abus,1834
abuz1,nehretketabuz,1849
abuz1,abus,1890
abuz2,Abuz,1906
abuzas,abusance,1790
abuzas,abusanceu,1790
abuzas,abusance,1838
abuzas,abuzans,1922
abuzasion,Abusation,1744
abuziabuz,I,1849
abuziabuz,abuzet,1913
abuziabuz,ambuzi,1944
abuziabuz,Abuzi,1957
abuziabuz,abuzi,1961
abuziabuz,abuzi,1904
abuziabuz,mesneabuzambket,1957
abuziabuz,abuzi,1927
abuziabuz,Abusein,1744
abuziabuz,abuzet,1970
abuziabuz,aambus,1978
abuziabuz,chomet,1942
abuziabuz,Abusi,1792
abuziabuz,abuset,1893
abuziabuz,abusei,1732
abuziabuz,abuzi,1790
abuziabuz,III,1927
abuziabuz,mems,1821
abuziabuz,humabuset,1857
abuziabuz,enemabusi,1710
abuziabuz,humabust,1790
ach,Aichach,1732
ach,ach,1732
ac'h2,ec'h,1923
ac'h2,Ac'hac'h,1925
ac'h2,Ac'h,1934
ac'haac'han,,1766
ac'haac'han,Ac'ha,1950
ac'haac'han,Aha,1970
ac'hanont,ahanont,1913
achant,achant,1924
achanterachantour,Achantour,1659
achanterachantour,achantryen,1732
